	text	label
2563	despite some gulps the film is a fuzzy huggy . 	1
256	the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either . 	1
5313	a retired hitman fighting insomnia gets brought back into the fold of his old life when he encounters some shady characters from his past . 	0
8341	when the president of russia suddenly dies , a man whose politics are virtually unknown succeeds him . 	0
6714	but on the wedding day , they also sign a divorce agreement which is effective one year after their marriage . 	0
9393	rounding out the romantic possibilities is bobby , the bartender who flirts with beth . 	0
1307	considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well . 	1
2008	although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch . 	1
2079	it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel . 	1
874	"i enjoyed "" formula 51 "" in a guilty kind of way"	1
2012	it's like a vintage automobile that sometimes runs smoothly , and sometimes lurches and sputters . but it never quite stalls . 	1
492	aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane . 	1
6804	it so happens that benigno is looking after another woman in a coma , alicia , a young ballet student . 	0
3160	bears is even worse than i imagined a movie ever could be . 	1
7858	when they goes to the fence to get them , they discover that someone stole them . 	0
3423	the movie doesn't generate a lot of energy . it is dark , brooding and slow , and takes its central idea way too seriously . 	1
653	likeable thanks to its cast , its cuisine and its quirky tunes . 	1
9268	"adapted from a monologue in his "" blue jam "" radio series , chris morris' first short film is a haunting black comedy about a man who no longer uses his name because he's decided he's ceased to deserve one , and a dog called rothko who says he is the man's lawyer . "	0
1290	k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia . 	1
5480	the driver races to locate a kidnapped victim locked in the trunk of an abandoned car somewhere on the water's edge . 	0
9597	witt plays a young harvard graduate who also represents grant's character . 	0
338	da primeira seq��ncia de luta � piada que encerra a hist�ria , o espectador jamais desgruda os olhos da tela , saindo do cinema com a sensa��o de que gastou bem seu dinheiro . 	1
7183	awaking , he meets manny , a mammoth who travels to the north , and decides to follow him . 	0
8129	the elders are surprised and delighted when they learn this lesson first hand . 	0
2441	francophiles will snicker knowingly and you'll want to slap them . 	1
4747	director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy . 	1
4926	while its careful pace and seemingly opaque story may not satisfy every moviegoer's appetite , the film's final scene is soaringly , transparently moving . 	1
8278	the tabloids go crazy for the new girl on the cell block , and roxie finally becomes a star . 	0
1300	[jaglom] creates an engaging insider's world of enthusiastically entertaining characters and absorbing situations . 	1
1086	tsai may be ploughing the same furrow once too often . 	1
1802	a surreal fairy tale that coils in on itself like a slow-motion whirlpool and achieves an atmosphere of sublime creepiness without ever precisely making sense . 	1
7386	the phantom , feeling betrayed , kidnaps christine and brings her to his lair where he plans to make her his eternal bride . 	0
7690	however , she also finds links to a foundation that runs a shelter for battered women , paradiset . 	0
7174	it never hurts to have the aid of a mind-reading squirrel - too bad adam doesn't know any ! 	0
1945	it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up . 	1
9490	everybody , especially the police captain , refuses to believe nick's story , and soon the harbor will be filled with boats for the 4th of july celebrations . . . 	0
4091	involving at times , but lapses quite casually into the absurd . 	1
7329	in a small southern american town , paul , who is known for having sexual relations with every girl in town , falls in love with his best friend's younger sister who is a virgin . 	0
4402	it may not be the most immediate or attention-grabbing work , but there's certainly something satisfying in its thoughtfulness . 	1
2871	director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question . 	1
5433	years after escaping to the wastelands outside the city , claire , one of the few people left who is not an addict , returns looking for the one man who still matters to her . 	0
3634	it's all entertaining enough , but don't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper . 	1
8327	the scientist is sentenced to jail by the grand council of the galactic federation . 	0
8605	unfortunately , he neglects to mention that he is a professional gambler with bad instincts and that the jaguar is borrowed . 	0
833	so putrid it is not worth the price of the match that should be used to burn every print of the film . 	1
7970	max and his men torture jose and threaten to kill him if he doesn't turn it over . 	0
7555	matt ( patrick muldoon ) is haunted by the death of a girl from a car accident he caused years ago . 	0
8406	the whole time your poison thoughts were running through it ! 	0
4934	ratliff speaks the truth about these pentecostal extremists with fairness and compassion , while the well-intentioned churchgoers shout only semi-truths in a frightfully un-christlike fashion . 	1
672	a whimsical if predictable time-travel fable marred by a willful single-mindedness . 	1
3361	while broomfield's film doesn't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system . 	1
2858	director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth . 	1
4993	 . . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 	1
7412	the story encompasses social degradation , unemployment , racism , casual violence , excessive drink and bad sex - and how they fall into a political context . 	0
1443	like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . 	1
7801	as she is questioned after the events by the subtle and manipulative dr . cleave , we learn how she found love only by losing any contact with respectable life and any semblance of propriety . 	0
7410	the balance of the movie shows the revenge of the various wronged parties . 	0
5312	bret has an idea that will push them both across lines they'd never seriously considered crossing . 	0
3493	this is unusual , food-for-thought cinema that's as entertaining as it is instructive . 	1
9440	a single-minded man focused on finding the girl of his dreams the perfect vision he's created in his mind's eye . 	0
282	the film is ultimately about as inspiring as a hallmark card . 	1
8826	a wealthy american quaker woman rebels and marries a french baron for love . 	0
1382	an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years . 	1
1728	a cathartic work that honestly tries to make sense of the unimaginable . 	1
3558	this is a visually stunning rumination on love , memory , history and the war between art and commerce . 	1
1999	an honest , sensitive story from a vietnamese point of view . 	1
5479	mitchell listens to a chilling conversation as he realizes harry's friend is the red neck who tried to attack him earlier . 	0
2503	if the very concept makes you nervous . . . you'll have an idea of the film's creepy , scary effectiveness . 	1
16	watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it . 	1
2205	girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy . 	1
5395	a portrait of a generation that has evolved into individuals and lost respect for the gift of love . 	0
6332	four friends - one summer - an italian-american neighborhood in yonkers , ny . 	0
8308	when every one suspects that it is him , the trio then set out to find the culprit and find out more than they bargained for : the diary of tom riddle , why hagrid was expelled and what the chamber of secrets is and why is it so feared in hogwarts . 	0
601	exposing the ways we fool ourselves is one hour photo's real strength . 	1
6911	when her girlfriend decides to move away and lucy can't find the courage to go with her , she winds up in bed with her best friend from high school , dante . 	0
888	with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in . 	1
7833	the documentary weaves verite rehearsal , interviews , rare holocaust footage , and performances into a revelation of the creative process . 	0
8640	and to make matters worse , he's been replaced by a man with a moustache ! 	0
7578	they try real deal get rich quick schemes but nothing pans out . 	0
7028	now he must battle the courts to get his children back . 	0
7884	a woman who has recently discovered that she is the daughter of angelo , a major mafia boss , decides to wreak vengeance when he is killed by a hitman . 	0
6589	true love is right around the corner as long as he doesn't lose sight of what he's looking for . 	0
7978	for once the kids don't let sam down - and they're not likely to forget the lessons they've learned . 	0
3971	chilling but uncommercial look into the mind of jeffrey dahmer , serial killer . 	1
785	reign of fire just might go down as one of the all-time great apocalypse movies . 	1
5486	joe hickley thinks he's got a great scheme : kidnap the child of rich parents , hold it for 24 hours , keeping the mother under his control while an accomplice gets the ransom from the father , who is on a trip . 	0
1507	while the film really doesn't have anything new to say , it's still thoughtful and well-crafted . 	1
9078	"this "" hitchcockian "" thriller tells the story of a young new york investment banker ( hartnett ) who becomes obsessed with a woman he sees in a cafe , believing her to be his long-lost love , following her home to her apartment , where he waits for her , going so far as to put his engagement on hold . "	0
8418	one is found in the city's landfill site , and the other is horrifically murdered on a public bus . 	0
7311	katherine releases all her other clients in order to manage exclusively only her most promising talent . 	0
9655	since many people are dead , the tall man is able to make thousands of dwarf slaves for his planet daily in the mormon mausoleum . 	0
3629	humorless , self-conscious art drivel , made without a glimmer of intelligence or invention . 	1
4020	the transfer to the imax screen diminishes none of the film's drama , which was always much more about human emotions than technology . 	1
9152	hitting the road in a brand-new suv , they're having the time of their lives until something funny happens on the way to the monster truck show in reno . 	0
2892	for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed 'surprises . '	1
2645	payami tries to raise some serious issues about iran's electoral process , but the result is a film that's about as subtle as a party political broadcast . 	1
4787	the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan's madness . 	1
3612	i don't think i laughed out loud once . and when you're talking about a slapstick comedy , that's a pretty big problem . 	1
55	it's the kind of film where the villain even gives an evil look for his passport photo . how can you resist that ? 	1
8053	spellbound by the rich and mysterious world manuela has shown him , his idyll is shattered when the reality of why he's there comes crashing down around him . 	0
1358	yes , it's as good as you remember . in fact , even better . 	1
6932	for example , she collects cans and bottles to recycle from the beach and buys fish food with the money she makes , then paddles out in the ocean to feed the fish there . 	0
875	even when crush departs from the 4w formula . . . it feels like a glossy rehash . 	1
7106	in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech . 	0
2958	dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter . 	1
3761	in this film , aussie david caesar channels the not-quite-dead career of guy ritchie . 	1
7467	'arroz con mango' is a spanish phrase which means 'what a mess ! ' 	0
5205	his search soon sends him down a dangerous path . . . 	0
3549	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending . 	1
5179	but all is not smooth in the rockies , as their relationship accelerates - cultural differences , family issues , former loves and life-altering challenges threaten to shake things up . 	0
2105	by the final whistle you're convinced that this mean machine was a decent tv outing that just doesn't have big screen magic . 	1
130	what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream . 	1
8906	july 1 , 1981 four people were bludgeoned to death . 	0
4009	"that the chuck norris "" grenade gag "" occurs about 7 times during windtalkers is a good indication of how serious-minded the film is . "	1
9826	the maori take on shakespeare's 'pound of flesh' drama is a story of deep seated social and religious prejudice , that has its revenge in a money lending deal that is bonded in a pound of the christian merchant's flesh on forfeit . 	0
2561	[drumline] is entertaining for what it does , and admirable for what it doesn't do . 	1
2365	a serious movie with serious ideas . but seriously , folks , it doesn't work . 	1
2506	'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about	1
3350	[denis'] bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product . 	1
342	a well paced and satisfying little drama that deserved better than a �direct-to-video' release . 	1
1404	pipe dream does have its charms . the leads are natural and lovely , the pace is serene , the humor wry and sprightly . 	1
1908	 . . . liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario . too bad . 	1
6009	scared and confused , frank and caroline must find their way back home , all the while avoiding danger at every turn . 	0
2400	a real step forward for the digital video revolution . 	1
6423	this curious figure gives nicholas the impression he is pressing his young son closer to the girls in his life and away from bobby . 	0
3438	a modest pleasure that accomplishes its goals with ease and confidence . 	1
5554	the brittle containment of the surface is no match for the volatile eruptions from the unspoken interior - a harrowing and erotic underworld of need and confession that permits the release of all that has been silenced . 	0
3029	the feature-length stretch . . . strains the show's concept . 	1
9231	in 8 minutes we go into the life of a little boy who tries to get away with not doing his task . 	0
6794	the orchestra player gets known to his neighbour , a gay man having also relationship troubles , and together they are trying hard to find a way how to go on with their lifes . 	0
6134	because of her finn is finally able to accept himself . 	0
9957	"kyle goes back to darkness falls to face his past , and the woman in the porceline mask ( aka the tooth fairy ) chance barron , a has-been "" cock-rock "" front-man , has wasted nearly eight years of his life working a dead-end job at softwipe incorporated , the world's second largest manufacturer/distributor of double-plied toliet paper , but things change drastically for mr . barron when he receives a mysterious watch which counts down the number of days he has left to live . "	0
2736	[kline's] utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who can't quite live up to it . 	1
7787	in unraveling this mystery , everyone involved is pushed to the limits of human understanding . 	0
6209	as he tries to re-discover the family that he abandoned long ago , he is forced to confront the anxieties in his memories - the family he betrayed and abandoned at the expense of his own happiness . 	0
6198	the film intercuts between two days , two years apart . 	0
9591	a brilliant pianist , a polish jew , witnesses the restrictions nazis place on jews in the polish capital , from restricted access to the building of the warsaw ghetto . 	0
4575	earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . 	1
8455	now , johnny and lena ( wayne's girlfriend ) are asked to make the ultimate baby product , called mighty baby . 	0
8573	this only leads to increased anxiety and fear in nicholas . 	0
904	part of the draw of dance is the impossibility to define its particular joy . tavernier's film conveys a large element of its appeal -- and more . 	1
2188	technically , the film is about as interesting as an insurance commercial . 	1
6574	along the way to finding out how she ended up like that ( and how to get back into her own body ) , she discovers how shallow and cruel she's always been . . . 	0
8741	but he finds an unlikely ally in sofia , beno's sultry mistress . 	0
9182	the soviet union has collapsed and armenia is on the verge of her independence . 	0
6719	but jesse&#180 ; isn&#180 ; s alone , because he&#180 ; s accompanied by tulip , his assassin girldfriend and cassidy a drunk irish vampire . 	0
3911	ratliff deserves high marks for his restraint and willingness not to try and shape or mold our opinion regarding what is being shown . 	1
5561	when he meets a beauty , renee ( izabella miko ) , who says she's reincarnated he must confront his beliefs . 	0
5261	he must do this in secret so that the parents and school personnel know nothing of his plan . 	0
7790	with the police chasing him , pqd decides to go to s&#227 ; o paulo to see cac&#225 ; and prove his innocence . 	0
3735	no film could possibly be more contemptuous of the single female population . 	1
4317	a funny and touching film that is gorgeously acted by a british cast to rival gosford park's . 	1
1299	a well-made and often lovely depiction of the mysteries of friendship . 	1
8628	sometimes being honest and truthful is all you need . . . sometimes . 	0
5524	she confronts him , but the smooth talking mackenheim seduces her into a romantic dinner at his house . 	0
956	thoughtless , random , superficial humour and a lot of very bad scouse accents	1
1336	according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves . 	1
7882	one day a mysterious young man enters her world . 	0
9346	lando , after knowing the situation , attempted to kill roman . 	0
2634	feels like a cold old man going through the motions . 	1
1825	"borrows a bit from the classics "" wait until dark "" and "" extremities "" . . . but in terms of its style , the movie is in a class by itself . "	1
2965	" "" analyze that "" is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original . "	1
6896	fate steps in and throws the unlikely pair together for one night . 	0
1630	there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . 	1
8760	the story focuses on an ambitious young executive , amanda , who inherits a lovely b&#38 ; b on a remote island in maine when her grandmother dies . 	0
1519	this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane . 	1
9416	a love story played out against a backdrop of political and religious upheaval . 	0
3263	if there was a flu shot for the blues , it might come in the form of this embraceable ode to loneliness and love regained . 	1
2024	a dashing and absorbing outing with one of france's most inventive directors . 	1
509	methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain . 	1
6985	the girl he wanted to run away with and share the rest of his life . 	0
1589	"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work . "	1
535	it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future . 	1
8924	it is the weekend and the lottery office is closed . 	0
6247	told in flashback as danny reviews the razor eaters' videos , we see the spiralling rampage through two perspectives ( and two formats ) as danny and the razor eaters eventually collide in a thrilling , suspenseful climax . 	0
7351	scared of death , winnie must choose between being immortal and being with jesse or following the circle of life and dying someday . 	0
2960	ringu is a disaster of a story , full of holes and completely lacking in chills . ignore the reputation , and ignore the film . 	1
5177	they gradually find themselves drawn to each other but , as their remarkable story plays out , the obstacles to their happiness prove all but insurmountable . 	0
861	a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . 	1
3628	as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks . 	1
6400	even though many at the time believed it was a violation of their civil rights to privacy . 	0
5242	her harrowing story ends in victory , but she has not forgotten the thousands of asylum seekers who remain in detention today . 	0
3732	chabrol ratchets up such a level of suspense -- and huppert gives such a mesmerizingly deadpan performance -- that merci pour le chocolat turns out to be as irresistible as a piece of dark chocolate . 	1
2245	hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue . 	1
7927	on an out of control train holding hostages and high-tech bio-weapons agent kristoff ( van damme ) becomes a one man army to derail the terrorists and save the lives of everyone on board ! 	0
4200	the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film's producers ) do everything he can to look like a good guy . 	1
1334	scotland , pa . is a strangely drab romp . some studio pizazz might have helped . 	1
6663	to complete the deal , he must bring a young american hustler boy ( who is taken to rio not knowing that he'll be killed in a snuff film ) . 	0
2861	screenwriter maureen tilyou , director martin duffy and an extremely competent cast handle the controversial aspects of the topic in an even-handed manner . 	1
9665	two college grads land an entry level mafia job driving a retiring don's car cross country . 	0
7930	but when hong's investigation starts to point to nunn , nunn becomes worried and decides to hire angel . com for another hit ^&#214 ; only so he can double-cross them , wipe them out and prevent them from leading the police back to him . 	0
7707	it was filmed above and below water over a two-year period . 	0
5034	his mother persuades a renowned entomologist to take them on a trip to the jungle to search for the butterfly , leading to an adventure that will transform their lives . 	0
8257	the five main characters are 20-year-olds who are close friends and always hang out together at each others' homes and at their favorite coffeehouse . 	0
4335	allen's underestimated charm delivers more goodies than lumps of coal . 	1
9850	loonies is a film with light-hearted and cheeky humour that , in a moving way , takes us into the pleasantly disturbed world of five somewhat romanticised psychiatric patients . 	0
4177	billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . 	1
4316	harks back to a time when movies had more to do with imagination than market research . 	1
1998	if . . . you're the adventurous sort , check it out . 	1
7857	set in san francisco , this is the story of a mysterious immortal tibetan kung fu master ( yun-fat ) , who has spent the last 60 years traveling around the world protecting an ancient scroll , who is now mentoring a street kid ( scott ) in the wonders of his ancient ways . . . 	0
4309	a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two	1
9802	the son winds up re-creating his father's elusive life in a series of legends and myths inspired by the few facts he knows . 	0
5379	18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family . 	0
1911	feeling like a dope has rarely been more fun than it is in nine queens . 	1
9029	yet ridiculed on his views toward aids testing by fellow actors and actresses . 	0
1516	although commentary on nachtwey is provided . . . it's the image that really tells the tale . 	1
8852	love is a disaster for marie and her best friend liz . 	0
3593	[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race . 	1
3165	a canny , derivative , wildly gruesome portrait of a london sociopath who's the scariest of sadists . 	1
6421	so anmol returns , not with prize money but with anna and chota chhatri , and others have this wrong notion that anna is just interested in the petty contract money . 	0
1182	somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out . 	1
1883	the story has some nice twists but the ending and some of the back-story is a little tired . the performances are all solid ; it merely lacks originality to make it a great movie . 	1
1364	graced with the kind of social texture and realism that would be foreign in american teen comedies . 	1
4479	the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end . 	1
6436	portrait of immigrant youth in two european countries , france and norway , where violence and illegal activity have become a part of everyday life , and where the search for identity can quickly take a dangerous turn . 	0
5546	the action is captured inside an eclectic , three-story craftsman - itself serving as a central character to the story . 	0
5418	sus problemas empiezan cuando bigardo , un presentador de televisi&#243 ; n con problemas de audiencia , decide convertirlo en un &#237 ; dolo de masas . 	0
1032	it's a feel-good movie about which you can actually feel good . 	1
9958	based on euripides' immortal drama of the same name , the bacchae ( bahk-ai' ) is an intense and contemporary retelling of the classic myth in which dionysus , son of zeus , seeks vengeance on thebes , the city of his birth and site of his mortal mother semele's cruel and horrible death . 	0
3158	occasionally funny , always very colorful and enjoyably overblown in the traditional almod�var style . 	1
5512	the good-hearted harbour has spent his whole life trying to take care of his motherless and suicidal little brother , wilbur . 	0
1906	rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight . 	1
5252	jack must then put his life in the hands of a series of characters that he just cannot seem to trust - for good reason , they lead him to a fate that jack could never have suspected - a tongue-in-check send-up of a classic urban myth . 	0
1174	funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking . 	1
9042	at the eleventh hour king and cuthbertson are saved by the arrival of major merton ( derek jacobi ) , churchill's chief intelligence advisor . 	0
6926	when their house is robbed on christmas eve they team up to track him down . 	0
2074	the title's lameness should clue you in on how bad the movie is . 	1
6014	depending on what you read witnesses say his penis was from 12 to 14 inches long . 	0
8348	this event leads to deep thoughts about marriage , friendship , relationships and last not least life itself . 	0
4830	it's pretentious in a way that verges on the amateurish . 	1
5731	through an allegorical 'fable' that is told in parallel with joseph's struggle , we are left to decide for ourselves in the end , who is the crow and who is the wolf . , was someone out to get joseph , was it a stroke of bad luck , or was it all in his head ? 	0
6656	warren schmidt ( nicholson ) is forced to deal with an ambiguous future as he enters retirement . 	0
63	without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . 	1
261	the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries . 	1
8384	the deuces are determined to do whatever is necessary to keep drugs off their block even if that means dying . 	0
699	director hoffman , his writer and kline's agent should serve detention	1
6877	this case made history in the new jersey judicial system and these teenagers ( who , at the time , were between the ages of 14 and 16 ) were the first in the state to be tried and convicted as adults . 	0
3584	that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . 	1
9771	"in "" the hill "" , director kurt burk brings us on a voyage through dreams of a lost childhood , to the emptiness of a normal , conditioned life , into a fantastic , surreal dream world that echoes of the past . "	0
1214	this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it . 	1
8625	a documentary examining the december 2nd , 1999 assassination of microsoft ceo bill gates in los angeles , and the group of key players seeking to unravel the mystery of his alleged assassin as well as the circumstances surrounding his death . 	0
9096	she has returned to her family's house in greece after many of her friends and family members have died over the years . 	0
78	shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes . 	1
7581	their reporting becomes more compelling when they gather the courage to tell the truth about witnessing two of their peers throw a four-year-old out of a 14th story window . 	0
8252	mo is beautiful but bald , mei has excessive body hair ( that somehow resulted from a sexual assault ) , hung has a large red birthmark on her face , and pao has abnormally small eyes . 	0
1658	an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality . 	1
2194	it's a rosy coming-of-age romp that refuses to see the horror even in the severed heads from the guillotine . 	1
905	 . . . manages to deliver a fair bit of vampire fun . 	1
4185	the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances . 	1
3418	a lyrical if sluggish excursion set in war-torn iranian kurdistan . 	1
71	a deftly entertaining film , smartly played and smartly directed . 	1
7623	a young man chasing his dream is hunted by his solitude when he finds he just made the wrong decisions . 	0
364	in their love for each other and their ability to move on , the women are , in a way , lovely and amazing . 	1
6566	alex bernier ( ledger ) is a member of an arcane order of priests known as carolingians . 	0
329	the plot is paper-thin and the characters aren't interesting enough to watch them go about their daily activities for two whole hours . 	1
2670	it's a glorious groove that leaves you wanting more . 	1
3699	waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . 	1
8891	stephen stalls his interrogators with stories of his affair with toni , while she risks her freedom by seducing an employee in the d . a . 's 	0
4878	the heightened symmetry of this new/old cinema paradiso makes the film a fuller experience , like an old friend haunted by the exigencies of time . 	1
3599	it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script . 	1
4392	every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy	1
7395	while seeing them in the act of love making , billy kills his wife and best friend . 	0
2308	" "" argento splatters her colorful life on the screen like an adolescent's diary , trusting others to sort through the fascinating mess . "" "	1
5992	sex , lies &#38 ; superheroes features the writers and artists who have helped make comic books a medium for sophisticated stories and artwork . 	0
6043	"durval and his mother carmita live at the back of "" durval discos "" , a record store they own in s&#227 ; o paulo , specializing in vinyl records . "	0
2636	turns out to be a nifty swashbuckler whose plot easily could have been lifted from a number of douglas fairbanks silent pictures . 	1
3896	majidi's direction has never been smoother or more confident . 	1
1428	a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end . 	1
7	even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture . 	1
8823	what they soon realize , though , is they are not alone in hypertime . 	0
3501	the work of an exhausted , desiccated talent who can't get out of his own way . 	1
2614	wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted . 	1
8069	when a stranger stumbles in to their camp disoriented mumbling things about lights in the sky the four friends put in a struggle with a psychotic army colonel and a being that has taken control of one of their minds . 	0
7337	on the way there , he sees a sports car that just hit a tree . 	0
5355	at the age of 34 , with no producing credits to his name , he landed a job as chief of production at paramount pictures . 	0
9724	the rules - if one person leaves , everyone loses . 	0
3416	undisputed is undeniable fun , thanks to its rugged rock pile of attitude , bravado and fisticuffs . 	1
8946	she meets noble , an endearing bundle of tragic flaws , and sparks fly between these two lost but likeable souls . 	0
4590	the film engages with the divergent paths taken , linked by childhood friendship and a mewling kitten , but a third act event is presented so abruptly it confuses the viewer until it rebounds somewhat with a satisfying closure . 	1
4998	it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . 	1
4119	filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today's new delhi . 	1
6843	now all they have to do is pick the right guy . 	0
173	not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . 	1
6520	a gang of robbers , lead by career criminal charlie croker , create the largest traffic jam in los angeles history , giving them time to pull off a theft of gold bullion . 	0
5913	at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport's japanese forebear . 	0
5478	in 1870's the u . s marshall mike s . blueberry tries to stop wally blount , the man who killed his girlfriend from getting to a stockpile of gold hidden in indian territory . 	0
6475	when they come through , will is left with a decision . 	0
9679	when the young and highly repressive king pentheus discovers that his own mother agave has given herself over to this upstart god of wine and erotic joy , he declares a state of war , despite the very stern warnings of cadmus , the former king and the famed prophet teiresias . 	0
6336	the farmer whom the barn belongs to is distraught and can't cope from the intruder's power of articulations . 	0
4096	many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date . 	1
5119	amaro soon discovers that corruption and the church are old acquaintances in los reyes . 	0
9535	a few days later , during the ancient festival of samhain , a group of american university students moves in a beautiful cottage , surrounded by a lush forest and a majestic lake they are here to learn about the rituals of the ancient druids and other celtic legends . 	0
9521	on his way he gets again and again into situations of obsessive self-uncovering . 	0
7250	with few tools for an escape , dave instead happens upon a tempestuous beauty in a laundromat named ruby . 	0
1793	everything about the quiet american is good , except its timing . 	1
7716	especially one of them , holo tokyo boy , was designed to be her lover . 	0
7213	when the singing veggies encounter some car trouble , they're stranded at old , rundown seafood joint where nothing is quite as it seems . 	0
195	the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing . 	1
4477	parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place . 	1
6944	they're a conveyance true , but they can also become the unlikely place for a rendezvous . 	0
7687	vesa , a 16-year old bulgarian girl , cannot speak . 	0
3187	kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . 	1
